	AllTransactions

	1/1/2023 through 3/9/2026 (in U.S. Dollars)


	Date	Account	Description	Memo	Category	Amount	
			
			
			
			
			
							
	BALANCE 12/31/2022	-0.0(	
	    3/31/2023	Investment1	PEPSICO INCORPORATED	PEPSICO INCORPORATED	_DivInc	17.25	
	    3/31/2023	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	1.67	
	    4/1/2023	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-402.11	
				Medicare Tax	Tax:Medicare	-30.65	
				Social Security (FICA)	Tax:Soc Sec	-127.35	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    4/1/2023	MasterCard	Cafe Qps		Dining	-4.40	
	    4/1/2023	MasterCard	Amazon		Household	-11.00	
	    4/1/2023	MasterCard	Amazon		Household	-18.71	
	    4/1/2023	Investment1	AUTOMATIC DATA	AUTOMATIC DATA	_DivInc	18.75	
	    4/3/2023	Checking	Nordstrom		Clothing	379.85	
	    4/3/2023	Checking	Costco Whse		Groceries	14.29	
	    4/3/2023	MasterCard	Hulu		Streaming	-107.88	
	    4/3/2023	MasterCard	Beverages & More		Groceries	-77.53	
	    4/3/2023	MasterCard	Trader Joe's		Groceries	-60.31	
	    4/3/2023	MasterCard	Qfc		Groceries	-13.29	
	    4/3/2023	MasterCard	Cafe Qps		Dining	-4.40	
	    4/3/2023	Investment1	320.080 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	320.08	
	    4/3/2023	Investment1	NIKE INC CLASS B	NIKE INC CLASS B	_DivInc	5.10	
	    4/3/2023	Investment1	WAL-MART STORES INC	WALMART INC	_DivInc	9.69	
	    4/4/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    4/4/2023	MasterCard	Amazon		Household	-7.70	
	    4/5/2023	Checking	Nordstrom 		Clothing	123.31	
	    4/5/2023	MasterCard	Dollartree		Household	-8.27	
	    4/5/2023	MasterCard	Amazon		Medical:Medicine	-23.61	
	    4/5/2023	Investment2	1.288 FIDELITY FREEDOM INCOME		_DivInc	13.28	
	    4/6/2023	MasterCard	Metropolitan Market		Groceries	-54.08	
	    4/6/2023	MasterCard	Trader Joe's		Groceries	-45.22	
	    4/6/2023	MasterCard	Trader Joe's		Groceries	-11.18	
	    4/6/2023	MasterCard	         Qps		Dining	-1.76	
	    4/7/2023	MasterCard	Pcc		Groceries	-51.72	
	    4/8/2023	MasterCard	         Qps		Dining	-1.76	
	    4/8/2023	MasterCard	Amazon		Household	-11.50	
	    4/10/2023	Checking	Employer	Salary	Salary Spouse	1,477.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-81.10	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.56	
				Medicare Tax	Tax Spouse:Medicare	-24.71	
	    4/10/2023	MasterCard	Joey		Dining	-230.88	
	    4/10/2023	MasterCard	Cafe Trophy		Dining	-61.15	
	    4/10/2023	MasterCard	Jamba Juice		Dining	-11.87	
	    4/10/2023	MasterCard	Home Depot		Household	32.97	
	    4/10/2023	Investment1	CHUBB CORP	CHUBB LTD	_DivInc	10.79	
	    4/11/2023	Cash	ARCO		Auto:Fuel	-60.00	
	    4/11/2023	MasterCard	Amazon		Medical:Medicine	-12.54	
	    4/11/2023	MasterCard	Amazon		Medical:Medicine	-55.05	
	    4/11/2023	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    4/13/2023	Investment1	ILLINOIS TOOL WORKS INC	ILLINOIS TOOL WORKS INC	_DivInc	18.34	
	    4/14/2023	MasterCard	Trader Joe's		Groceries	0.33	
	    4/14/2023	MasterCard	Umigawa		Dining	-104.47	
	    4/14/2023	MasterCard	Amazon		Household	-8.69	
	    4/14/2023	MasterCard	Amazon 		Household	-6.51	
	    4/14/2023	Investment1	Advisory	ACCOUNT CREDIT		16.66	
	    4/14/2023	Investment1	Advisory	PLATFORM FEE		-17.00	
	    4/14/2023	Investment1	MEDTRONIC PLC	MEDTRONIC PLC	_DivInc	16.32	
	    4/15/2023	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-529.25	
				Medicare Tax	Tax:Medicare	-40.94	
				Social Security (FICA)	Tax:Soc Sec	-130.28	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    4/15/2023	MasterCard	Eastside Dog		Pet	-22.01	
	    4/17/2023	Checking	Farmers		Auto:Insurance	-282.83	
	    4/17/2023	Cash	Prov L&a Dis		Insurance:Disability Insurance	-130.86	
	    4/17/2023	MasterCard	Koza Turkish Grocery		Groceries	-16.98	
	    4/17/2023	MasterCard	Trader Joe's		Groceries	-15.96	
	    4/17/2023	MasterCard	Metropolitan Market		Groceries	-9.91	
	    4/17/2023	MasterCard	Metropolitan Market		Groceries	-4.40	
	    4/17/2023	MasterCard	Starbucks		Dining	-9.38	
	    4/17/2023	Investment1	US BANCORP NEW	US BANCORP NEW	_DivInc	19.20	
	    4/18/2023	Checking	Nordstrom		Clothing	-159.65	
	    4/18/2023	MasterCard	Metropolitan Market		Groceries	-50.43	
	    4/18/2023	MasterCard	Amazon Music		Entertainment	-5.49	
	    4/19/2023	Checking	Nordstrom		Clothing	129.92	
	    4/19/2023	Checking	Dmv		Auto:Registration	-101.25	
	    4/19/2023	MasterCard	Pcc		Groceries	-50.20	
	    4/19/2023	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	48.00	
	    4/20/2023	Checking	T-mobile		Utilities:Telephone	-247.11	
	    4/20/2023	MasterCard	Metropolitan Market		Groceries	-28.85	
	    4/21/2023	Checking	Costco		Groceries	-26.41	
	    4/21/2023	MasterCard	Qps		Dining	-2.85	
	    4/21/2023	MasterCard	Audible.Com		Entertainment	-16.46	
	    4/21/2023	MasterCard	Amazon		Computer	-104.99	
	    4/22/2023	MasterCard	Cafe Qps		Dining	-4.29	
	    4/24/2023	Checking	Zelle Bob		House Services	-100.00	
	    4/24/2023	MasterCard	Trader Joe's		Groceries	-101.03	
	    4/24/2023	MasterCard	Shalimar Grocery		Groceries	-29.02	
	    4/24/2023	MasterCard	Ben Franklin Crafts		Household	-39.61	
	    4/24/2023	MasterCard	O'Reilly Auto Parts		Auto:Service	-14.29	
	    4/24/2023	MasterCard	Pcc		Groceries	-6.85	
	    4/24/2023	MasterCard	Five Stones		Dining	-16.40	
	    4/25/2023	Checking	Employer	Salary	Salary Spouse	1,477.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-81.10	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.55	
				Medicare Tax	Tax Spouse:Medicare	-25.71	
	    4/25/2023	MasterCard	Family Pancake House		Dining	-117.63	
	    4/25/2023	MasterCard	Rei		Clothing	-96.59	
	    4/25/2023	MasterCard	Amazon		Medical:Medicine	-13.29	
	    4/25/2023	MasterCard	Amazon		Clothing	-47.59	
	    4/26/2023	MasterCard	Amazon		Gifts Given	-48.94	
	    4/26/2023	Investment1	CISCO SYSTEMS INC	CISCO SYSTEMS INC	_DivInc	17.94	
	    4/26/2023	Investment1	COMCAST CORP NEW CL A	COMCAST CORP NEW CL A	_DivInc	13.92	
	    4/27/2023	Cash	Ziply Fiber		Utilities:Internet	-85.86	
	    4/27/2023	MasterCard	Kosher Nosh		Gifts Given	-255.90	
	    4/27/2023	MasterCard	Qfc		Groceries	-10.38	
	    4/27/2023	MasterCard	Amazon Kindle		Books	-11.00	
	    4/27/2023	MasterCard	Amazon Kindle		Books	-11.00	
	    4/27/2023	MasterCard	Market Qps		Dining	-0.88	
	    4/27/2023	MasterCard	Amazon		Household	-11.98	
	    4/28/2023	Cash	Interest Earned	INTEREST EARNED	Interest Inc	242.60	
	    4/28/2023	Cash	Ally Financial	BILL PAYMENT         ALLY FINANCIAL	Auto:Loan	-714.45	
	    4/28/2023	Cash	Employer	Salary	Salary	1,299.17	
				Federal Tax	Tax:Fed	-229.11	
				Medicare Tax	Tax:Medicare	-24.65	
				Social Security (FICA)	Tax:Soc Sec	-65.35	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    4/28/2023	MasterCard	Amazon Kindle		Books	-9.30	
	    4/28/2023	MasterCard	Amazon		Medical:Medicine	-22.57	
	    4/28/2023	Investment2	3.737 FIDELITY MUNICIPAL INCOME		_DivInc	45.29	
	    4/28/2023	Investment2	8.354 FIDELITY CAPITAL & INCOME		_DivInc	77.44	
	    4/28/2023	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	86.80	
	    4/28/2023	Investment1	AMERICAN TOWER CORP	AMERICAN TOWER CORP	_DivInc	12.48	
	    4/28/2023	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	1.54	
	    4/29/2023	MasterCard	Amazon Kindle		Books	-13.20	
	    4/30/2023	Investment1	JPMORGAN CHASE & CO	JPMORGAN CHASE & CO	_DivInc	27.00	
	    5/1/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    5/1/2023	MasterCard	Tracki		Household	-19.95	
	    5/1/2023	MasterCard	Hearth Restaurant		Dining	-18.53	
	    5/1/2023	MasterCard	Amazon		Clothing	55.03	
	    5/2/2023	Checking	ARCO		Auto:Fuel	-41.98	
	    5/2/2023	MasterCard	Hulu		Streaming	-107.88	
	    5/2/2023	MasterCard	Panera Bread		Dining	-2.05	
	    5/3/2023	MasterCard	Overlake Medic		Auto:Parking	-5.00	
	    5/5/2023	Cash	Late Settlement Fee		Bank Charge	2.59	
	    5/5/2023	MasterCard	Zara Montreal		Gifts Given	-33.66	
	    5/5/2023	Investment2	1.291 FIDELITY FREEDOM INCOME		_DivInc	13.30	
	    5/8/2023	Cash	Late Settlement Fee		Bank Charge	2.22	
	    5/8/2023	MasterCard	Qfc		Groceries	-46.88	
	    5/8/2023	MasterCard	Pcc		Groceries	-31.45	
	    5/8/2023	MasterCard	Amazon		Medical:Medicine	-13.21	
	    5/8/2023	MasterCard	Pharmaprix		Medical:Medicine	-63.40	
	    5/8/2023	MasterCard	Bloom		Gifts Given	-79.88	
	    5/8/2023	Investment1	AIR PRODUCTS & CHEMICALS	AIR PRODUCTS & CHEMICALS	_DivInc	15.75	
	    5/9/2023	MasterCard	The Home Depot		Household	-20.67	
	    5/9/2023	MasterCard	Aptive Environmental		House Services	-136.52	
	    5/9/2023	MasterCard	Amazon		Household	-11.00	
	    5/9/2023	MasterCard	Amazon		Household	-25.51	
	    5/9/2023	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    5/10/2023	Checking	Employer	Salary	Salary Spouse	1,477.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-81.10	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.55	
				Medicare Tax	Tax Spouse:Medicare	-25.71	
	    5/10/2023	MasterCard	Amazon		Household	-57.24	
	    5/10/2023	Investment1	LOWES COMPANIES INC	LOWES COMPANIES INC	_DivInc	28.35	
	    5/12/2023	MasterCard	Safeway		Groceries	-4.15	
	    5/12/2023	MasterCard	Amazon		Household	-9.46	
	    5/12/2023	MasterCard	Amazon		Household	-20.91	
	    5/12/2023	Investment1	CLOROX COMPANY	CLOROX COMPANY	_DivInc	10.62	
	    5/12/2023	Investment1	GENL DYNAMICS CORP COM	GENL DYNAMICS CORP	_DivInc	14.52	
	    5/15/2023	Checking	ARCO		Auto:Fuel	-73.12	
	    5/15/2023	Checking	Farmers Pc Rp Ins Paymnt 		Insurance:Home Insurance	-282.83	
	    5/15/2023	Cash	Prov L&a Dis		Insurance:Disability Insurance	-130.86	
	    5/15/2023	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-529.11	
				Medicare Tax	Tax:Medicare	-40.65	
				Social Security (FICA)	Tax:Soc Sec	-135.34	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    5/15/2023	MasterCard	Vca Animal Hosp		Pet	-74.25	
	    5/15/2023	MasterCard	Graduate S		Dining	-13.56	
	    5/15/2023	MasterCard	Qfc		Groceries	-2.00	
	    5/15/2023	Investment1	ABBOTT LABORATORIES	ABBOTT LABORATORIES	_DivInc	15.30	
	    5/15/2023	Investment1	ACCENTURE PLC IRELAND	ACCENTURE PLC IRELAND	_DivInc	12.32	
	    5/15/2023	Investment1	COLGATE-PALMOLIVE CO	COLGATE-PALMOLIVE CO	_DivInc	8.16	
	    5/15/2023	Investment1	PROCTER & GAMBLE CO	PROCTER & GAMBLE CO	_DivInc	15.99	
	    5/16/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    5/16/2023	MasterCard	Amazon		Household	-23.11	
	    5/16/2023	MasterCard	Amazon		Household	-15.68	
	    5/17/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    5/17/2023	MasterCard	Ben Franklin Crafts		Household	39.61	
	    5/17/2023	MasterCard	Overlake Lock Key		Household	-19.99	
	    5/18/2023	MasterCard	Umigawa		Dining	-332.04	
	    5/18/2023	MasterCard	Trader Joe		Groceries	-100.35	
	    5/18/2023	MasterCard	Amazon Music		Entertainment	-5.49	
	    5/18/2023	MasterCard	Totem Lake		Groceries	-10.63	
	    5/18/2023	MasterCard	Amazon		Clothing	55.03	
	    5/18/2023	MasterCard	Amazon		Household	-8.77	
	    5/18/2023	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	48.00	
	    5/18/2023	Investment1	APPLE INC	APPLE INC	_DivInc	11.52	
	    5/19/2023	Investment1	COSTCO WHSL CORP NEW	COSTCO WHSL CORP NEW	_DivInc	4.08	
	    5/20/2023	Investment1	NORFOLK SOUTHERN CORP	NORFOLK SOUTHERN CORP	_DivInc	17.55	
	    5/22/2023	Checking	Nordstrom		Clothing	-245.65	
	    5/22/2023	Checking	T-mobile		Utilities:Telephone	-247.11	
	    5/22/2023	MasterCard	Whole Foods		Groceries	-9.74	
	    5/22/2023	MasterCard	Trader Joe		Groceries	-7.00	
	    5/22/2023	MasterCard	Pcc		Groceries	-32.87	
	    5/22/2023	MasterCard	Audible.Com		Entertainment	-16.46	
	    5/23/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    5/23/2023	MasterCard	Metropolitan Market		Groceries	-32.59	
	    5/23/2023	MasterCard	Eastside Dog		Pet	-22.01	
	    5/23/2023	MasterCard	Metropolitan Market		Groceries	-5.51	
	    5/23/2023	MasterCard	Qfc		Groceries	-0.54	
	    5/24/2023	MasterCard	Qfc		Groceries	-71.03	
	    5/24/2023	MasterCard	Metropolitan Market		Groceries	8.81	
	    5/25/2023	Checking	Nordstrom 		Clothing	378.54	
	    5/25/2023	Checking	Zelle Bob		House Services	-100.00	
	    5/25/2023	Checking	Employer	Salary	Salary Spouse	1,193.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-81.11	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.56	
				Medicare Tax	Tax Spouse:Medicare	-25.71	
	    5/25/2023	Investment1	PAYCHEX INC	PAYCHEX INC	_DivInc	22.25	
	    5/26/2023	Cash	Ziply Fiber		Utilities:Internet	-85.86	
	    5/26/2023	MasterCard	Amazon Kindle		Books	-2.52	
	    5/27/2023	MasterCard	Bottle Bull		Dining	-130.20	
	    5/29/2023	MasterCard	Uniqlo Usa Llc		Clothing	-49.32	
	    5/30/2023	Checking	Bt Grocery Outlet		Groceries	-30.81	
	    5/30/2023	Cash	ARCO		Auto:Fuel	-22.91	
	    5/30/2023	MasterCard	Jamba Juice		Dining	-22.10	
	    5/30/2023	MasterCard	Tracki		Household	-19.95	
	    5/30/2023	MasterCard	Best Buy		Household	-220.19	
	    5/30/2023	MasterCard	Amazon		Household	-20.92	
	    5/30/2023	Investment1	WAL-MART STORES INC	WALMART INC	_DivInc	9.69	
	    5/31/2023	Checking	Qfc		Groceries	-21.89	
	    5/31/2023	Checking	Trader Joe		Groceries	-44.30	
	    5/31/2023	Cash	Interest Earned	INTEREST EARNED	Interest Inc	283.22	
	    5/31/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    5/31/2023	Cash	WASTE MANAGEMENT		Utilities:Garbage & Recycling	-133.84	
	    5/31/2023	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-529.11	
				Medicare Tax	Tax:Medicare	-41.65	
				Social Security (FICA)	Tax:Soc Sec	-135.34	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    5/31/2023	MasterCard	Rei		Clothing	-38.29	
	    5/31/2023	MasterCard	Rei		Clothing	-27.62	
	    5/31/2023	MasterCard	Cash Auto Redemption		Bank Charge	100.00	
	    5/31/2023	Investment2	3.945 FIDELITY MUNICIPAL INCOME		_DivInc	47.30	
	    5/31/2023	Investment2	9.094 FIDELITY CAPITAL & INCOME		_DivInc	83.21	
	    5/31/2023	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	94.88	
	    5/31/2023	Investment1	CMS ENERGY CORP	CMS ENERGY CORP	_DivInc	13.65	
	    5/31/2023	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	1.45	
	    6/1/2023	Cash	Ally Financial	BILL PAYMENT         ALLY FINANCIAL	Auto:Loan	-714.45	
	    6/1/2023	Investment1	350.560 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	350.56	
	    6/1/2023	Investment1	AFLAC INC	AFLAC INC	_DivInc	18.90	
	    6/1/2023	Investment1	GRAINGER W W INC	GRAINGER W W INC	_DivInc	5.58	
	    6/1/2023	Investment1	PHILLIPS 66	PHILLIPS 66	_DivInc	30.45	
	    6/1/2023	Investment1	WISCONSIN ENERGY CORP	WEC ENERGY GROUP INC	_DivInc	14.82	
	    6/2/2023	MasterCard	Hulu		Streaming	-108.98	
	    6/2/2023	Investment2	1.072 FIDELITY FREEDOM INCOME		_DivInc	10.97	
	    6/3/2023	MasterCard	Best Friends		Pet	-101.97	
	    6/3/2023	MasterCard	Cafe Qps		Dining	-4.40	
	    6/5/2023	Checking	Costco Whse		Groceries	37.45	
	    6/5/2023	Cash	ARCO		Auto:Fuel	-72.15	
	    6/5/2023	Cash	ARCO		Auto:Fuel	-19.31	
	    6/5/2023	MasterCard	Pcc		Groceries	-26.47	
	    6/6/2023	Checking	Nordstrom 		Clothing	-66.02	
	    6/6/2023	Cash	ARCO		Auto:Fuel	-19.33	
	    6/6/2023	MasterCard	Umigawa		Dining	-125.20	
	    6/6/2023	MasterCard	Nike		Clothing	-44.14	
	    6/6/2023	MasterCard	Amazon		Household	-10.95	
	    6/6/2023	MasterCard	Amazon		Household	-23.66	
	    6/6/2023	Investment1	JOHNSON & JOHNSON	JOHNSON & JOHNSON	_DivInc	26.18	
	    6/7/2023	Investment1	8.000 WAL-MART STORES INC	WALMART INC	_RlzdGain	575.27	
	    6/8/2023	Checking	Nordstrom 		Clothing	-49.48	
	    6/8/2023	MasterCard	Balayoga		Recreation	-70.00	
	    6/8/2023	Investment1	AMGEN INC	AMGEN INC	_DivInc	27.69	
	    6/8/2023	Investment1	MICROSOFT CORP	MICROSOFT CORP	_DivInc	26.52	
	    6/9/2023	Checking	Netflix		Streaming	-16.10	
	    6/9/2023	Checking	Employer	Salary	Salary Spouse	1,156.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-81.10	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.55	
				Medicare Tax	Tax Spouse:Medicare	-25.71	
	    6/9/2023	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    6/9/2023	Investment1	EMERSON ELECTRIC CO	EMERSON ELECTRIC CO	_DivInc	10.92	
	    6/10/2023	MasterCard	Pcc		Groceries	-29.53	
	    6/12/2023	Checking	Venmo	 	House Services	-130.00	
	    6/12/2023	Cash	STIA PUBLIC PARKING		Auto:Parking	-8.00	
	    6/12/2023	MasterCard	Urban Haircuts 2		Personal Care	-28.75	
	    6/12/2023	MasterCard	Sparrow		Dining	-184.89	
	    6/12/2023	MasterCard	Late Payment Fee		Bank Charge	-29.00	
	    6/12/2023	MasterCard	Great Clips		Personal Care	-26.00	
	    6/13/2023	Checking	ARCO		Auto:Fuel	-65.84	
	    6/13/2023	MasterCard	Safeway		Groceries	-7.17	
	    6/13/2023	MasterCard	Amazon		Household	-26.51	
	    6/13/2023	Investment1	2.876 AMERICAN INC FD OF AMER 98154		_DivInc	65.00	
	    6/13/2023	Investment1	29.910 AMERICAN BALANCED FUND CL A		_DivInc	902.97	
	    6/14/2023	Checking	ARCO		Auto:Fuel	-83.84	
	    6/14/2023	MasterCard	Amazon		Household	-44.03	
	    6/14/2023	MasterCard	Amazon		Household	-15.68	
	    6/14/2023	Investment1	ANALOG DEVICES INC	ANALOG DEVICES INC	_DivInc	18.06	
	    6/14/2023	Investment1	9.000 APPLE INC	APPLE INC		0.00	
	    6/14/2023	Investment1	8.000 NIKE INC CLASS B	NIKE INC CLASS B		0.00	
	    6/15/2023	Checking	Farmers Pc Rp Ins Paymnt 		Insurance:Home Insurance	-282.87	
	    6/15/2023	Cash	Prov L&a Dis		Insurance:Disability Insurance	-130.86	
	    6/15/2023	Cash	ARCO		Auto:Fuel	-19.31	
	    6/15/2023	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-543.55	
				Medicare Tax	Tax:Medicare	-40.34	
				Social Security (FICA)	Tax:Soc Sec	-160.27	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    6/15/2023	Investment1	24.432 FUNDAMENTAL INVESTORS FUND CL A		_LT CapGnDst	1,631.55	
	    6/15/2023	Investment1	6.380 FUNDAMENTAL INVESTORS FUND CL A		_DivInc	426.06	
	    6/15/2023	Investment1	9.000 CLOROX COMPANY	CLOROX COMPANY	_RlzdGain	623.22	
	    6/15/2023	Investment1	FACTSET RESEARCH SYSTEMS	FACTSET RESEARCH SYSTEMS	_DivInc	5.88	
	    6/15/2023	Investment1	NEXTERA ENERGY INC	NEXTERA ENERGY INC	_DivInc	14.49	
	    6/15/2023	Investment1	RAYTHEON TECHNOLOGIES	RAYTHEON TECHNOLOGIES	_DivInc	7.67	
	    6/16/2023	MasterCard	Metropolitan Market		Groceries	-60.27	
	    6/16/2023	MasterCard	Amazon		Computer	-88.06	
	    6/16/2023	MasterCard	Amazon		Household	-31.93	
	    6/16/2023	Investment1	L3HARRIS TECHNOLOGIES	L3HARRIS TECHNOLOGIES	_DivInc	14.82	
	    6/16/2023	Investment1	LINDE PLC	LINDE PLC NEW	_DivInc	11.48	
	    6/17/2023	MasterCard	Trader Joe		Groceries	-52.10	
	    6/17/2023	MasterCard	Interest CHARGE:PURCHASES		Interest Exp	-80.29	
	    6/17/2023	MasterCard	Amazon		Household	-19.56	
	    6/19/2023	MasterCard	Urban Haircuts 2		Personal Care	-30.00	
	    6/19/2023	MasterCard	Blazing Bagels Re		Dining	-21.28	
	    6/19/2023	MasterCard	Jamba Juice		Dining	-12.51	
	    6/19/2023	MasterCard	Amazon Music		Entertainment	-5.49	
	    6/20/2023	Checking	Nordstrom 		Clothing	37.50	
	    6/20/2023	Checking	T-mobile		Utilities:Telephone	-247.11	
	    6/20/2023	Checking	Zelle Bob		House Services	-100.00	
	    6/20/2023	MasterCard	Amazon		Household	-24.76	
	    6/20/2023	MasterCard	Amazon		Computer Equipment	-77.77	
	    6/20/2023	Investment1	1.000 ABBOTT LABORATORIES	ABBOTT LABORATORIES	_RlzdGain	57.57	
	    6/20/2023	Investment1	1.000 AMGEN INC	AMGEN INC	_RlzdGain	68.32	
	    6/20/2023	Investment1	1.000 CMS ENERGY CORP	CMS ENERGY CORP	_RlzdGain	-10.64	
	    6/20/2023	Investment1	1.000 COLGATE-PALMOLIVE CO	COLGATE-PALMOLIVE CO	_RlzdGain	18.09	
	    6/20/2023	Investment1	1.000 EVERSOURCE ENERGY	EVERSOURCE ENERGY	_RlzdGain	26.98	
	    6/20/2023	Investment1	1.000 JOHNSON & JOHNSON	JOHNSON & JOHNSON	_RlzdGain	72.63	
	    6/20/2023	Investment1	1.000 L3HARRIS TECHNOLOGIES	L3HARRIS TECHNOLOGIES		0.00	
	    6/20/2023	Investment1	1.000 LOWES COMPANIES INC	LOWES COMPANIES INC	_RlzdGain	171.91	
	    6/20/2023	Investment1	1.000 MCDONALDS CORP	MCDONALDS CORP	_RlzdGain	196.67	
	    6/20/2023	Investment1	MCDONALDS CORP	MCDONALDS CORP	_DivInc	13.68	
	    6/20/2023	Investment1	1.000 NORFOLK SOUTHERN CORP	NORFOLK SOUTHERN CORP	_RlzdGain	147.23	
	    6/20/2023	Investment1	1.000 PROCTER & GAMBLE CO	PROCTER & GAMBLE CO	_RlzdGain	68.42	
	    6/20/2023	Investment1	1.000 RAYTHEON TECHNOLOGIES	RAYTHEON TECHNOLOGIES	_RlzdGain	97.84	
	    6/20/2023	Investment1	1.000 WISCONSIN ENERGY CORP	WEC ENERGY GROUP INC	_RlzdGain	47.37	
	    6/21/2023	MasterCard	Metropolitan Market		Groceries	-22.27	
	    6/21/2023	MasterCard	Audible.Com		Entertainment	-16.46	
	    6/21/2023	MasterCard	Ups		Mail&Ship	-50.14	
	    6/21/2023	MasterCard	Amazon		Computer	-472.33	
	    6/21/2023	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	48.00	
	    6/22/2023	Investment2	4.059 INVESCO DIVERSIFIED DIVIDEND INVESTOR CL		_DivInc	71.19	
	    6/23/2023	Checking	Employer	Salary	Salary Spouse	1,156.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-81.10	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.56	
				Medicare Tax	Tax Spouse:Medicare	-25.71	
